,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,192.168.2.5,192.168.2.100,e0:dc:a0:e8:48:ea,30:b4:9e:78:ce:fe,71,189,31,149,4,4,124,4,132,124.0,"[0.0002, 3333.333008, 1000.0, 100.0, 50.0, 50.255783, 0.0, 0.2764, 3806.358887, 4739.818359, 9.175651, 29.554482, 48.32653, 2739.60083, 67.010345, 120.869614, 0.572205, 69.611267, 48.214603, 2648.325928, 28.585434, 49.952576, 3284.13208, 22.772289, 41.491993, -0.946013, 243.051071, 91.019249, 73.722801, 18.832991, 54.004391]"
1,192.168.2.5,192.168.2.100,e0:dc:a0:e8:48:ea,30:b4:9e:78:ce:fe,71,69,31,29,4,4,4,4,132,4.0,[0.217048]
